DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA-NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240806422,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1630,08,West LA,0839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,10200    SANTA MONICA                 BL,,34.0611,-118.4184
241005236,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1230,10,West Valley,1039,1,330,BURGLARY FROM VEHICLE,1300 0358 1822 0344,25,M,H,101,STREET,,,IC,Invest Cont,330,,,,16100    HAMLIN                       ST,,34.1884,-118.4848
241304060,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0920,13,Newton,1375,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300 E  58TH                         ST,,33.9902,-118.2521
240204089,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1700,02,Rampart,0295,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700 S  UNION                        AV,,34.0423,-118.2804
241406819,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1930,14,Pacific,1431,1,310,BURGLARY,1501 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1600    OCEAN FRONT                  WK,,33.9869,-118.4736
241305744,02/08/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2000,13,Newton,1303,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,MAPLE,11TH,34.0372,-118.2551
240104061,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0655,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1500 S  FIGUEROA                     ST,,34.0383,-118.2695
240900575,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1725,09,Van Nuys,0904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402 2004,22,M,W,404,DEPARTMENT STORE,,,AA,Adult Arrest,442,998,,,14900    RAYMER                       ST,,34.2131,-118.4584
240406068,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1445,04,Hollenbeck,0411,1,210,ROBBERY,0334 0325,0,M,X,203,OTHER BUSINESS,113,SIMULATED GUN,IC,Invest Cont,210,,,,300 N  SAN FERNANDO                 RD,,34.0768,-118.2228
241304044,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0030,13,Newton,1371,1,210,ROBBERY,0336 0344 1822 0449 0302,31,F,H,222,LAUNDROMAT,102,HAND GUN,AA,Adult Arrest,210,,,,5800 S  MAIN                         ST,,33.9895,-118.2739
241204286,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1230,12,77th Street,1253,1,310,BURGLARY,0344 1273 1601 0321 1822,40,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7500 S  HOBART                       BL,,33.9718,-118.3079
241705440,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1700,17,Devonshire,1783,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 0311 0903 2055,0,X,X,406,OTHER STORE,,,IC,Invest Cont,745,,,,8900    VANALDEN                     AV,,34.233,-118.5492
240605767,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0100,06,Hollywood,0646,1,352,PICKPOCKET,1501,21,F,W,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,352,,,,1500    WILCOX                       AV,,34.098,-118.331
241800542,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1930,18,Southeast,1834,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1300 0342 1822 1407,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,998,,,CLOVIS,108TH                        ST,33.9383,-118.2566
241807148,03/07/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2323,18,Southeast,1821,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2014,45,M,W,114,TAXI,,,IC,Invest Cont,440,,,,600 W  103RD                        ST,,33.9431,-118.2848
241207611,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2130,12,77th Street,1233,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5800    HAAS                         AV,,33.9891,-118.3167
241507053,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2215,15,N Hollywood,1532,1,330,BURGLARY FROM VEHICLE,1300 0344,23,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,12200    BURBANK                      BL,,34.1797,-118.4014
241104043,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1910,11,Northeast,1141,1,310,BURGLARY,0344 1609 0321,47,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000 N  ALEXANDRIA                   AV,,34.108,-118.2992
241704196,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1850,17,Devonshire,1712,1,310,BURGLARY,1609 0321 0329 0216 0206,49,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,11700    PRESTON TRAILS               AV,,34.2853,-118.5594
241004049,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1700,10,West Valley,1049,1,648,ARSON,1822 0326,0,M,O,109,PARK/PLAYGROUND,,,IC,Invest Cont,648,,,,6300    WOODLEY                      AV,,34.1822,-118.4836
240406092,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1700,04,Hollenbeck,0452,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1300    PLEASANT                     AV,,34.0526,-118.2226
241406821,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0700,14,Pacific,1409,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,9000    VENICE                       BL,,34.0282,-118.3903
241705358,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1900,17,Devonshire,1767,1,310,BURGLARY,0321 0206 0209 0329 1609 0344 0352,53,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,18900    PRAIRIE                      ST,,34.2442,-118.5362
240604070,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0645,06,Hollywood,0643,2,755,BOMB SCARE,0404 2204 1822 0421,0,X,X,729,SPECIALTY SCHOOL/OTHER,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,755,,,,7300    HOLLYWOOD                    BL,,34.1016,-118.3489
241905269,02/02/2024 12:00:00 AM,01/26/2024 12:00:00 AM,1500,19,Mission,1966,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9400    VAN NUYS                     BL,,34.2386,-118.4464
241005193,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1540,10,West Valley,1027,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,HART                         ST,ANDASOL                      AV,34.1975,-118.5121
240904049,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0800,09,Van Nuys,0915,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1602 0385,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,331,,,,14300    VANOWEN                      ST,,34.1976,-118.4443
240904232,01/07/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0326,09,Van Nuys,0952,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344,40,M,W,108,PARKING LOT,,,IC,Invest Cont,420,,,,5500 N  SEPULVEDA                    BL,,34.1703,-118.4662
240106461,02/02/2024 12:00:00 AM,01/05/2024 12:00:00 AM,1116,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,19,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
241006808,03/18/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1200,10,West Valley,1088,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0923,92,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,16300    VENTURA                      BL,,34.157,-118.488
240406085,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1430,04,Hollenbeck,0468,1,330,BURGLARY FROM VEHICLE,1302 0344 1300,51,M,K,141,CEMETARY*,,,IC,Invest Cont,330,,,,200 N  EVERGREEN                    AV,,34.0412,-118.2019
241305602,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2345,13,Newton,1317,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1822,34,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,1400 S  CENTRAL                      AV,,34.0284,-118.2469
241505637,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0320,15,N Hollywood,1522,1,310,BURGLARY,0344,29,F,A,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,12900    SHERMAN                      WY,,34.2012,-118.4138
241105390,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2220,11,Northeast,1183,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,403,DRUG STORE,,,AA,Adult Arrest,442,,,,1600 W  SUNSET                       BL,,34.0832,-118.2572
241606014,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0900,16,Foothill,1667,2,354,THEFT OF IDENTITY,0377,78,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9300    SUNLAND                      BL,,34.2383,-118.3678
242004854,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1550,20,Olympic,2044,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,25,F,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,ARDMORE                      AV,W  8TH                          ST,34.0577,-118.302
240304241,01/06/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0957,03,Southwest,0341,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0913 0325 0104 2028,23,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,LA CIENEGA                   BL,OBAMA                        BL,34.0211,-118.3724
241304269,01/07/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0001,13,Newton,1307,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,800    CROCKER                      ST,,34.0377,-118.2482
240906304,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1700,09,Van Nuys,0916,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,13800    VANOWEN                      ST,,34.1976,-118.4356
241705435,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,2130,17,Devonshire,1745,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1202 1602 0344 0329,76,M,O,101,STREET,,,IC,Invest Cont,331,,,,10500    LOUISE                       AV,,34.2612,-118.511
240205918,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2030,02,Rampart,0218,2,888,TRESPASSING,0554 0329 0913 2004,33,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1000    CROSBY                       LN,,34.0736,-118.258
241305595,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1730,13,Newton,1317,1,310,BURGLARY,0339 0216 0329 1607 1608 1822,49,F,O,213,WAREHOUSE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1400 E  WASHINGTON                   BL,,34.023,-118.248
241505742,02/05/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0200,15,N Hollywood,1553,1,330,BURGLARY FROM VEHICLE,1822 0329 1606 1609 0344,19,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,12000    RIVERSIDE                    DR,,34.1576,-118.3943
241904116,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1745,19,Mission,1918,2,901,VIOLATION OF RESTRAINING ORDER,2038 1906,64,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,13600    FOOTHILL                     BL,,34.3069,-118.4297
241906344,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2130,19,Mission,1982,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8800    LEMONA                       AV,,34.2309,-118.4594
240906262,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2145,09,Van Nuys,0901,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1231,41,F,H,114,TAXI,,,AO,Adult Other,440,,,,15400    SATICOY                      ST,,34.2085,-118.4687
240108372,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1610,01,Central,0151,2,888,TRESPASSING,1501 0910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,7TH                          ST,FIGUEROA,34.0496,-118.2603
240806726,03/09/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1615,08,West LA,0805,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,37,M,W,301,GAS STATION,,,IC,Invest Cont,331,,,,600 N  SEPULVEDA                    BL,,34.0756,-118.4683
240500535,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1716,05,Harbor,0558,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1419 1402 1407 1100 1309,0,X,X,501,SINGLE FAMILY DWELLING,103,RIFLE,IC,Invest Cont,753,998,,,200 W  SEPULVEDA                    ST,,33.7452,-118.2817
240906488,03/06/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0900,09,Van Nuys,0911,1,330,BURGLARY FROM VEHICLE,0344 1822,27,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,15400    SHERMAN                      WY,,34.2011,-118.4686
240200573,02/05/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1945,02,Rampart,0212,2,946,OTHER MISCELLANEOUS CRIME,1822 1501 1402,29,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,946,,,,500 N  MADISON                      AV,,34.0798,-118.2892
240607241,03/11/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2047,06,Hollywood,0632,2,354,THEFT OF IDENTITY,1501,52,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,8600    HILLSIDE                     AV,,34.1001,-118.3735
241104123,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1100,11,Northeast,1116,2,900,VIOLATION OF COURT ORDER,1814,47,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,,700    MILO                         TR,,34.1137,-118.2068
242106348,02/21/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1645,21,Topanga,2101,1,330,BURGLARY FROM VEHICLE,0344 0345,32,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,9300    TOPANGA CANYON               BL,,34.2331,-118.6273
241904067,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2321,19,Mission,1995,1,310,BURGLARY,1822 0344 1609,0,M,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,14600    ARMINTA                      ST,,34.2135,-118.4515
240700503,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0410,07,Wilshire,0726,1,310,BURGLARY,0325 0329 1607 1402,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,100 N  LA BREA                      AV,,34.0726,-118.3463
241804404,01/08/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1600,18,Southeast,1841,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10900 S  FIGUEROA                     ST,,33.9367,-118.2871
241005225,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1800,10,West Valley,1094,2,946,OTHER MISCELLANEOUS CRIME,0913 0603,66,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,,,,4500    WHITE OAK                    PL,,34.1509,-118.5222
241306940,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1900,13,Newton,1373,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,56TH                         ST,MCKINLEY                     AV,33.9916,-118.257
240706647,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1648,07,Wilshire,0755,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1606 0344 1822,31,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,1300 S  RIDGELEY                     DR,,34.051,-118.3549
241406847,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1400,14,Pacific,1459,1,330,BURGLARY FROM VEHICLE,1309 0344,0,X,X,101,STREET,,,IC,Invest Cont,330,,,,4700    SAWTELLE                     BL,,33.9994,-118.407
241406263,02/18/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1400,14,Pacific,1454,1,310,BURGLARY,,0,M,O,710,OTHER PREMISE,,,IC,Invest Cont,310,,,,13100    MINDANAO                     WY,,33.9865,-118.4363
241604072,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2230,16,Foothill,1621,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,DAVENTRY,LAUREL CANYON,34.264,-118.4376
240906228,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1000,09,Van Nuys,0974,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,25,M,W,248,CELL PHONE STORE,,,IC,Invest Cont,442,,,,14500    VENTURA                      BL,,34.1547,-118.453
240306925,02/27/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1030,03,Southwest,0321,2,946,OTHER MISCELLANEOUS CRIME,0913 0443,30,F,B,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,946,,,,5400    OBAMA                        BL,,34.0238,-118.3669
241206031,02/02/2024 12:00:00 AM,01/29/2024 12:00:00 AM,1700,12,77th Street,1265,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1400 W  80TH                         ST,,33.9664,-118.3002
242006575,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0020,20,Olympic,2027,1,210,ROBBERY,0337 0334 0342 0416 0417 0424 0446 1822 0352 0411,49,M,H,108,PARKING LOT,212,BOTTLE,IC,Invest Cont,210,,,,CATALINA                     ST,6TH                          ST,34.0636,-118.2954
240806495,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1837,08,West LA,0817,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
241205978,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,2330,12,77th Street,1242,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6600 S  VAN NESS                     AV,,33.9818,-118.3221
241505622,02/02/2024 12:00:00 AM,01/30/2024 12:00:00 AM,1830,15,N Hollywood,1525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11800    GILMORE                      ST,,34.1875,-118.39
241807340,02/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1500,18,Southeast,1822,2,814,CHILD PORNOGRAPHY,1901 0913 2024 1259,14,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,814,,,,9600 S  FIGUEROA                     ST,,33.9492,-118.2827
240805419,02/06/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2000,08,West LA,0855,1,480,BIKE - STOLEN,0344,24,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,1600 S  BENTLEY                      AV,,34.0497,-118.4448
240108346,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0745,01,Central,0157,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,43,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
242005409,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0100,20,Olympic,2029,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 1822 0216 0325 2028,0,X,X,403,DRUG STORE,,,IC,Invest Cont,343,,,,300 S  VERMONT                      AV,,34.0691,-118.2916
241407393,03/14/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0030,14,Pacific,1453,1,310,BURGLARY,0397 0344,31,M,W,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,4000    REDWOOD                      AV,,33.9906,-118.4391
240605712,02/05/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1316,06,Hollywood,0636,1,648,ARSON,1501,0,M,O,101,STREET,,,IC,Invest Cont,648,,,,6500    YUCCA                        ST,,34.1039,-118.331
241704213,01/05/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0600,17,Devonshire,1757,1,310,BURGLARY,1602 0329 1202 0397 0344,70,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,9900    BALBOA                       BL,,34.2503,-118.5024
240705436,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1420,07,Wilshire,0736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
241505674,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2045,15,N Hollywood,1545,2,903,CONTEMPT OF COURT,2038,30,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903,,,,5400    COLFAX                       AV,,34.1649,-118.3921
240806516,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1709,08,West LA,0852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
241005220,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2201,10,West Valley,1063,1,310,BURGLARY,0358 1822 1609 0321 1420 0216 0209 0344 0352 1414,52,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5400    DONNA                        AV,,34.1694,-118.5483
240905153,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,2200,09,Van Nuys,0989,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,13800    VALLEY VISTA                 BL,,34.1493,-118.4307
240605655,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0628,06,Hollywood,0657,2,354,THEFT OF IDENTITY,1501,36,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,5400    ROMAINE                      ST,,34.0885,-118.3092
240504046,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0615,05,Harbor,0504,2,888,TRESPASSING,1501,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1500    DEL AMO                      BL,,33.8468,-118.304
241707041,03/13/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0945,17,Devonshire,1791,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 1602 0344,20,M,H,101,STREET,,,IC,Invest Cont,331,,,,20300    ROSCOE                       BL,,34.2244,-118.5804
241304080,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0130,13,Newton,1307,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1822,24,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,GLADYS,OLYMPIC                      BL,34.0344,-118.2471
240104075,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0001,01,Central,0152,2,946,OTHER MISCELLANEOUS CRIME,1822 0413 1206,50,F,W,503,HOTEL,,,IC,Invest Cont,946,,,,500 S  GRAND                        AV,,34.0502,-118.2539
240806492,03/02/2024 12:00:00 AM,02/29/2024 12:00:00 AM,2143,08,West LA,0817,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
240605656,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1800,06,Hollywood,0639,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,44,M,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,1700 N  HARVARD                      BL,,34.1018,-118.305
241700579,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1815,17,Devonshire,1756,1,330,BURGLARY FROM VEHICLE,1609 1251 1402 0329 0321,25,M,O,101,STREET,,,IC,Invest Cont,330,998,,,17500    SEPTO                        ST,,34.2512,-118.5156
240305768,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2125,03,Southwest,0375,1,520,VEHICLE - ATTEMPT STOLEN,0329 1307 1609 1822 2024,27,F,H,101,STREET,,,IC,Invest Cont,520,,,,1800 W  MARTIN LUTHER KING JR        BL,,34.0146,-118.313
241605954,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2000,16,Foothill,1643,1,330,BURGLARY FROM VEHICLE,0344 1609,40,M,H,101,STREET,,,IC,Invest Cont,330,,,,13000    GLAMIS                       ST,,34.2574,-118.4159
241307008,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1800,13,Newton,1352,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4600    WALL                         ST,,34.002,-118.2718
241104088,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2000,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,0344 1307 1302,24,M,A,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,2800 E  OBSERVATORY                  RD,,34.1192,-118.3004
241806934,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2000,18,Southeast,1834,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 E  105TH                        ST,,33.941,-118.2695
240404025,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1630,04,Hollenbeck,0416,1,520,VEHICLE - ATTEMPT STOLEN,1307 1302,31,F,A,101,STREET,,,IC,Invest Cont,520,,,,3100    MINNESOTA                    ST,,34.0812,-118.2032
240107069,02/13/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1415,01,Central,0162,1,352,PICKPOCKET,0344 1822,64,M,W,402,MARKET,,,IC,Invest Cont,352,,,,700 S  GRAND                        AV,,34.0473,-118.2566
240108342,03/02/2024 12:00:00 AM,02/14/2024 12:00:00 AM,0700,01,Central,0176,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 0386,44,M,K,101,STREET,,,IC,Invest Cont,420,,,,800    WALL                         ST,,34.0401,-118.2504
